label,text,preprocessing-result
Spam,"#78thnIndonesiaMerdekaTerusMelajuUntukIndonesiaMaju
Mantap.. Hebat Bpk Presiden Jokowi.. Presiden Kita Indonesia Yang TerAmanah Terbaik diNKRI.
ALHAMDULILLAH.. 
PUJI TUHAN..
Sangat Bersyukur Indonesia Punya Sosok Pemimpin Amanah Bpk Presiden Jokowi Yang Hebat.. Tegas.. Santun.. Sederhana.. Sholeh.. Jujur dan Pintar. 
#JokowiPresidenTerAmanahNKRI 
#JokowiPresidenTerbaikIndonesia 
#JokowiPresidenTerbaikDunia 
#GP2024SangPenerusJokowi 
#IndonesiaMaju 
#NKRiHargaMatiBerAzaskanPancasilaDanUUD45 .. 
MERDEKA !!","['thnindonesiamerdekaterusmelajuuntukindonesiamaju', 'mantap', 'hebat', 'bpk', 'presiden', 'jokowi', 'presiden', 'indonesia', 'amanah', 'baik', 'dinkri', 'alhamdulillah', 'puji', 'tuhan', 'syukur', 'indonesia', 'sosok', 'pimpin', 'amanah', 'bpk', 'presiden', 'jokowi', 'hebat', 'santun', 'sederhana', 'sholeh', 'jujur', 'pintar', 'jokowipresidenteramanahnkri', 'jokowipresidenterbaikindonesia', 'jokowipresidenterbaikdunia', 'gp', 'sangpenerusjokowi', 'indonesiamaju', 'nkrihargamatiberazaskanpancasiladanuud', 'merdeka']"
Ham,"Amin..
Semoga Sukses uji kreta api cepatnya Bapa Presiden.. sehat selamat sampai dengan Tujuan...
Semoga Tak menghadapi Kendala.... Selamat dan sukses... Tuhan Memberkati... Amin.","['amin', 'moga', 'sukses', 'uji', 'kreta', 'api', 'cepat', 'bapa', 'presiden', 'sehat', 'selamat', 'tuju', 'moga', 'hadap', 'kendala', 'selamat', 'sukses', 'tuhan', 'kati', 'amin']"
Ham,"AKHIRNYA KELAR JUGA..., SEBENTAR LAGI DI OPERASIKAN BUAT UMUM,
OOHH IYA...
BISA KELIATAN DATANYA GAK SEEH ORANG2 YANG BENCI DAN SERING MENGHINA PAK JOKOWI... TROOSS NANTI NAIK KERETA CEPAT,... PRIKITIIIWWW,
WAAAHH MALUUUU GAAAKK YAAAA... TUH MANUSIAAA, BIASA AJAAA, EMANG PADA GAK TAU MALU KALO KATA Hafiz Rahmat SAMA Elhajj Zainul Huda DIDUKUNG Wahyu Dwi Santoso 
TANYA DOANK INI MAH??","['kelar', 'sebentar', 'operasi', 'oohh', 'iya', 'liat', 'data', 'gak', 'seeh', 'orang', 'benci', 'hina', 'jokowi', 'trooss', 'kereta', 'cepat', 'prikitiiiwww', 'waaahh', 'maluuuu', 'gaaakk', 'yaaaa', 'tuh', 'manusiaaa', 'ajaaa', 'emang', 'gak', 'tau', 'malu', 'kalo', 'hafiz', 'rahmat', 'elhajj', 'zainul', 'huda', 'dukung', 'wahyu', 'dwi', 'santoso', 'doank', 'mah']"
Ham,pak Jokowi 👍👍👍,['jokowi']
Ham,"Wow bp Presiden Jokowi yg rendah hati, seandai saya bisa jalan saya akn melihat secara langsung. Semoga Tuhan menyertainya.","['wow', 'bp', 'presiden', 'jokowi', 'yg', 'rendah', 'hati', 'anda', 'jalan', 'akn', 'langsung', 'moga', 'tuhan', 'serta']"
Ham,"Sehat selalu dan panjang umur pak, lanjutkan pak Ganjar","['sehat', 'umur', 'lanjut', 'ganjar']"
Ham,Hidup pak Dhe'Jokowi selalu dihati sukses selalu sehat selalu panjang umur Aamiin x3 yarobbal 'alamin,"['hidup', 'dhe', 'jokowi', 'hati', 'sukses', 'sehat', 'umur', 'aamiin', 'x', 'yarobbal', 'alamin']"
Spam,"Dari kepentingan pribadi menuju kemaslahatan....... ""RINDU RUMAH""....... TINGGAL DI RUMAH SENDIRI TIDAK KONTRAK LAGI...... PENANTIAN PANJANG SETELAH 500THN....... DAN 78TAHUN SETELAH MERDEKA YANG TERPOTONG....... WAKTUNYA MERDEKA SEJATI ........ SEMANGAT
PEJUANG MATARAM KEMBALIKAN KONSTITUSI KETEMPAT SEHARUSNYA BERADA.......... AGAR GAK RUWET...... KEMBALIKAN KE KONSTITUSI DIS (DAERAH ISTIMEWA SURAKARTA)..... Sebagaimana apa yang telah BELANDA serahkan...... ????? LUAS WILAYAH REPUBLIK INDONESIA sekarang merupakan adalah bekas wilayah jajahan BELANDA..... SEBAB PERJUANGAN SRI SUSUHUNAN PAKUBUWONO VI, maka SRI SUSUHUNAN PAKUBUWONO IX mendapatkan penghargaan gelar SANTO langsung dari VATIKAN atas perjuangan seluruh rakyat dan SRI SUSUHUNAN PAKUBUWONO VI.... Maka peralihan dari NEGARA REPUBLIK SERIKAT MENUJU NEGARA REPUBLIK INDONESIA....... 
KITAB KAKAWIN NEGARAKERTAGAMA DAN KITAB KAKAWIN SUTASOMA merupakan PONDASI DAN PILAR KONSTITUSI TERTINGGI..... SESUAI GARUDA PANCASILA DAN BHINNEKA TUNGGAL IKA.......
DARI : 
☀️MAHARAJA
☀️SRI PADUKA
☀️RAJA/SENOPATI ING NGALAGA KHALIFAHTULLAH ABDULRAHMAN SAYYIDIN PANATAGAMA 
☀️SANTO
☀️TAW LOW SHE 

SALAM JASMERAH.....MERDEKA....MERDEKA.....MERDEKA.....🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩❤️🇮🇩❤️","['penting', 'pribadi', 'maslahat', 'rindu', 'rumah', 'tinggal', 'rumah', 'tidak', 'kontrak', 'nanti', 'thn', 'merdeka', 'potong', 'merdeka', 'sejati', 'semangat', 'juang', 'mataram', 'kembali', 'konstitusi', 'tempat', 'gak', 'ruwet', 'kembali', 'konstitusi', 'dis', 'daerah', 'istimewa', 'surakarta', 'belanda', 'serah', 'luas', 'wilayah', 'republik', 'indonesia', 'bekas', 'wilayah', 'jajah', 'belanda', 'juang', 'sri', 'susuhunan', 'pakubuwono', 'vi', 'sri', 'susuhunan', 'pakubuwono', 'ix', 'harga', 'gelar', 'santo', 'langsung', 'vatikan', 'juang', 'rakyat', 'sri', 'susuhunan', 'pakubuwono', 'vi', 'alih', 'negara', 'republik', 'serikat', 'negara', 'republik', 'indonesia', 'kitab', 'kakawin', 'negarakertagama', 'kitab', 'kakawin', 'sutasoma', 'pondasi', 'pilar', 'konstitusi', 'tinggi', 'sesuai', 'garuda', 'pancasila', 'bhinneka', 'tunggal', 'ika', 'maharaja', 'sri', 'paduka', 'raja', 'senopati', 'ing', 'ngalaga', 'khalifahtullah', 'abdulrahman', 'sayyidin', 'panatagama', 'santo', 'taw', 'low', 'she', 'salam', 'jasmerah', 'merdeka', 'merdeka', 'merdeka']"
Ham,Wow crennn bgt Bpak Presiden ku....saya orang Jawa barat tapi sayangnya kampungku di pelosok ......tidak kejangkau.......kapan bisa ketemu Bpak  saya rindu dgn pemimpin yg merakyat saya sebagai rakyat jelata yg mengidolakan Bpak .....sehat selalu Bpak Presiden senantiasa ALLOH SWT melindungi dan merohmati memberkati 🤲,"['wow', 'crennn', 'bgt', 'bpak', 'presiden', 'ku', 'orang', 'jawa', 'barat', 'sayang', 'kampung', 'pelosok', 'tidak', 'jangkau', 'ketemu', 'bpak', 'rindu', 'dgn', 'pimpin', 'yg', 'rakyat', 'rakyat', 'jelata', 'yg', 'idola', 'bpak', 'sehat', 'bpak', 'presiden', 'senantiasa', 'alloh', 'swt', 'lindung', 'rohmat', 'kati']"
Ham,Sukses selalu bapak Presiden Joko Widodo 😁😁 walaupun Sy bl pernah iikut naik Dan mungkin tidak akan pernah 😁😁 Tapi ikut bahagia  Indonesia punya kereta cepat,"['sukses', 'presiden', 'joko', 'widodo', 'sy', 'bl', 'iikut', 'tidak', 'bahagia', 'indonesia', 'kereta', 'cepat']"
Ham,"Ruaaar biasa, bravo Bp Jokowi, sehat selalu n dlm lindungan Allah Swt, Aamiin yra👍👍👍🙏","['ruaaar', 'bravo', 'bp', 'jokowi', 'sehat', 'n', 'dlm', 'lindung', 'allah', 'swt', 'aamiin', 'yra']"
Ham,Akhirnya jadi juga pak ya. Saya pikir sudah stop total dan samapai lupa total adanya proyek ini. Yg penting jadi pa ya biar lama biar utang membengkak. Asal jadi. Lalu ada perpanjangan ke surabaya? Semoga nyaman hidup rakyat dgn adanya kereta cepat ini jangan sampai beban rakyat karena banyak utang dan qualitas kereta dari negeri cina pa. .,"['ya', 'pikir', 'stop', 'total', 'samapai', 'lupa', 'total', 'proyek', 'yg', 'pa', 'ya', 'biar', 'biar', 'utang', 'bengkak', 'panjang', 'surabaya', 'moga', 'nyaman', 'hidup', 'rakyat', 'dgn', 'kereta', 'cepat', 'beban', 'rakyat', 'utang', 'qualitas', 'kereta', 'negeri', 'cina', 'pa']"
Ham,"Sehat2 pak ,, jangan lupa bagi tiket gratis buat kami pak dee","['sehat', 'lupa', 'tiket', 'gratis', 'dee']"
Ham,Alhamdullilah barokah. Sehat selalu bpk president jokowi Aamiin yrobal'alamiin..,"['alhamdullilah', 'barokah', 'sehat', 'bpk', 'president', 'jokowi', 'aamiin', 'yrobal', 'alamiin']"
Ham,Harus lanjut ke semarang Surabaya biar tambah rame.,"['semarang', 'surabaya', 'biar', 'rame']"
Ham,Jalan terusss    pak Jokowi.,"['jalan', 'terusss', 'jokowi']"
Ham,"Salam penuh amanah dan berwibawa begitu bertahta,bapak presiden ir,h jokowidodo begitu baik dan merakyat,pak rakyat minta usul bagimana makasar gorontalo di buat jalan kereta api,atau gorontalo palu,ampana di buat jalan kereta api,itupun minta bantuan,
Terima kasih atas hadir di status dan postingan dari bapak presiden saling menyapa,
Wasalam💗🤝✍️👍🙏💗","['salam', 'penuh', 'amanah', 'wibawa', 'bertahta', 'presiden', 'ir', 'h', 'jokowidodo', 'rakyat', 'rakyat', 'usul', 'bagimana', 'makasar', 'gorontalo', 'jalan', 'kereta', 'api', 'gorontalo', 'palu', 'ampana', 'jalan', 'kereta', 'api', 'itu', 'bantu', 'terima', 'kasih', 'hadir', 'status', 'postingan', 'presiden', 'sapa', 'wasalam']"
Ham,Juara juara bpk Jokowi,"['juara', 'juara', 'bpk', 'jokowi']"
Ham,"Aku   salut   dan  bangga. terhadap  Bpk  Presiden  Joko  Widodo.  Presiden  sederhana, bertalenta, beribawah, merakyat, dan pekerjakras  demi  kemajuan  Bangsa    dan   Negara  yg  kt  Cintai  ini.  Sehat  selalu   Presidenku   bersama  keluarga","['salut', 'bangga', 'bpk', 'presiden', 'joko', 'widodo', 'presiden', 'sederhana', 'talenta', 'beribawah', 'rakyat', 'pekerjakras', 'maju', 'bangsa', 'negara', 'yg', 'kt', 'cinta', 'sehat', 'presiden', 'keluarga']"
Ham,Semoga sehat selalu pak presiden hingga akhir jabatan 2023 salam sehat lahir batin 🙏🙏,"['moga', 'sehat', 'presiden', 'jabat', 'salam', 'sehat', 'lahir', 'batin']"
Ham,"Mantap ,keren Bapak Presiden,sehat selalu ya Pak,Tuhan memberkati.","['mantap', 'keren', 'presiden', 'sehat', 'ya', 'tuhan', 'kati']"
Spam,Trimakasih banyak pak Jokowi.indonesia tak akan lupa jasa besar mu pak. Dan saya berharap bapak 1 periode lagi pak amin ya Allah ya robbalngalamin,"['trimakasih', 'jokowi', 'indonesia', 'lupa', 'jasa', 'mu', 'harap', 'periode', 'amin', 'ya', 'allah', 'ya', 'robbalngalamin']"
Ham,"Hebaat
Semoga moda transportasi feeder selain kereta api pengumpan,bus pengumpan menuju Bandung Kota yg masih semrawut disiapkan. 
Masalah kemacetan didaerah stasiun Padalarang cukup parah
Sehat sehat pak Jokowi","['hebaat', 'moga', 'moda', 'transportasi', 'feeder', 'kereta', 'api', 'umpan', 'bus', 'umpan', 'bandung', 'kota', 'yg', 'semrawut', 'siap', 'macet', 'daerah', 'stasiun', 'padalarang', 'parah', 'sehat', 'sehat', 'jokowi']"
Spam,"Yang terhormat Bpk Jokowi.
Assalamualaikum wab,
Nama saya Noor Ahmad Nabizada. Saya pengungsi Afganistan dan tinggal di Surabaya sudah 10 tahun lamanya. Saya tidak bisa kembali ke negara saya dan selama ini saya sakit jantung dan ginjal 9 tahun .
Mohon bapak berkenan membantu saya keluar dari Indonesia untuk mendapatkan perawatan medis di negara ke tiga. 
Saya sangat mengharapkan bantuan dari Bpk. Jokowi. Atas perhatiannya saya mengucapkan banyak terimakasih.

Hormat saya,
Noor Ahmad Nabizada","['hormat', 'bpk', 'jokowi', 'assalamualaikum', 'wab', 'nama', 'noor', 'ahmad', 'nabizada', 'ungsi', 'afganistan', 'tinggal', 'surabaya', 'tidak', 'negara', 'sakit', 'jantung', 'ginjal', 'mohon', 'kenan', 'bantu', 'indonesia', 'awat', 'medis', 'negara', 'harap', 'bantu', 'bpk', 'jokowi', 'perhati', 'terimakasih', 'hormat', 'noor', 'ahmad', 'nabizada']"
Ham,"Hasil nyata dari seorang yg selama ini dibilang Planga Plongo oleh para pembencinya, namun bukti membuat para pembenci jadi yg planga Plongo dgn kesuksesan hasil kerjanya yg pntastis, Salam Sukses untuk Pak Jokowi semoga selalu Sehat karena Indonesia masih mengharapkan kepemimpinannnya.","['hasil', 'nyata', 'yg', 'bilang', 'planga', 'plongo', 'benci', 'bukti', 'benci', 'yg', 'planga', 'plongo', 'dgn', 'sukses', 'hasil', 'kerja', 'yg', 'pntastis', 'salam', 'sukses', 'jokowi', 'moga', 'sehat', 'indonesia', 'harap', 'kepemimpinannnya']"
Ham,keren pakdhe jokowi 👍❤,"['keren', 'pakdhe', 'jokowi']"
Ham,Mantap pak Jokowi lanjutkan ke Medan ya pak 😊🙏,"['mantap', 'jokowi', 'lanjut', 'medan', 'ya']"
Ham,"Alhamdulillah,,,, sdh jadi,,,,kok mau dibatalkan kelompok sebelah,,,,?
Semoga mempercepat jalan darat dan lbh murah dibanding pesawat terbang,,,!","['alhamdulillah', 'sdh', 'batal', 'kelompok', 'belah', 'moga', 'cepat', 'jalan', 'darat', 'lbh', 'murah', 'banding', 'pesawat', 'terbang']"
Ham,"PRESIDENku😍
Semoga sehat selalu","['presiden', 'moga', 'sehat']"
Ham,super Presiden NKRI ke 7. semoga tetap sehat sekeluarga.,"['super', 'presiden', 'nkri', 'moga', 'sehat', 'keluarga']"
Ham,Mantap pak presiden terima kasih pak,"['mantap', 'presiden', 'terima', 'kasih']"
Ham,Selamat & Sukses,"['selamat', 'sukses']"
Ham,Semoga sehat selalu Bpk Presiden Jokowi Aamiin,"['moga', 'sehat', 'bpk', 'presiden', 'jokowi', 'aamiin']"
Ham,"Sangat terkesan dengan bapak presiden yg selalu menginfokan kegiatan nya, jadi rakyat jadi tau tentang pak presiden.
Tambah salut dgn pak presiden jokowi, semoga Indonesia makin sukses dan maju dgn kepemimpinan pak presiden.
Sehat sehat selalu pak presiden🤲","['kes', 'presiden', 'yg', 'info', 'giat', 'nya', 'rakyat', 'tau', 'presiden', 'salut', 'dgn', 'presiden', 'jokowi', 'moga', 'indonesia', 'sukses', 'maju', 'dgn', 'pimpin', 'presiden', 'sehat', 'sehat', 'presiden']"
Spam,Bpk jokowi pantas lanjut 3priode mawon yg sdh krj nyata 👍👍,"['bpk', 'jokowi', 'priode', 'mawon', 'yg', 'sdh', 'krj', 'nyata']"
Ham,"Walaupun dengan segala cara , Alhamdullilah akhirnya negara saya punya bullet train juga !  Terima kasih pak presiden 👍👍","['alhamdullilah', 'negara', 'bullet', 'train', 'terima', 'kasih', 'presiden']"
Ham,Indonesia Hebat..sehat selalu Pak Presiden..GBU All..,"['indonesia', 'hebat', 'sehat', 'presiden', 'gbu', 'all']"
Spam,"EMERGENCY. Dear ROTSHCILD FAMILY, CEO BLACK ROCK MR. LAURENCE D. FINK  President Joe Biden, President Jokowi Very, very urgent, Very very Important , we really can't wait to start the project and save more than 7 billion people., this has taken a very, very long time, the commitment for funds of 30 billion USD has not yet been transferred to us, the innovation project drastically reduces the impact of climate change, even though this climate change has a very devastating impact on the earth, we are one heart , one family, where one family's heart lies if we haven't been appreciated very quickly. We wait every day, every hour, every minute, every second, it's not too late, we can overcome it, save more than 7 billion people.  https://drive.google.com/file/d/1b67vgtnvpF5Op9ms-jomXPtEVw7M1Zlu/view?usp=sharing. Presiden Joko WidodooPresident Joe BidennSri Mulyani IndrawatiiVice President Kamala HarrissChaseeErick ThohirrJ.P. MorgannLuhut Binsar PandjaitannNancy PelosiiBill GatessLuhut Binsar PandjaitannKementerian Sekretariat Negara RIIKementerian Sekretariat Negara RIIDPR RIIThe White Housee","['emergency', 'dear', 'rotshcild', 'family', 'ceo', 'black', 'rock', 'mr', 'laurence', 'd', 'fink', 'president', 'joe', 'biden', 'president', 'jokowi', 'very', 'very', 'urgent', 'very', 'very', 'important', 'we', 'really', 'can', 't', 'wait', 'to', 'start', 'the', 'project', 'and', 'save', 'more', 'than', 'billion', 'people', 'this', 'has', 'taken', 'a', 'very', 'very', 'long', 'time', 'the', 'commitment', 'for', 'funds', 'of', 'billion', 'usd', 'has', 'not', 'yet', 'been', 'transferred', 'to', 'us', 'the', 'innovation', 'project', 'drastically', 'reduces', 'the', 'impact', 'of', 'climate', 'change', 'even', 'though', 'this', 'climate', 'change', 'has', 'a', 'very', 'devastating', 'impact', 'on', 'the', 'earth', 'we', 'are', 'one', 'heart', 'one', 'family', 'where', 'one', 'family', 's', 'heart', 'lies', 'if', 'we', 'haven', 't', 'been', 'appreciated', 'very', 'quickly', 'we', 'wait', 'every', 'day', 'every', 'hour', 'every', 'mute', 'every', 'second', 'it', 's', 'not', 'too', 'late', 'we', 'can', 'overcome', 'it', 'save', 'more', 'than', 'billion', 'people', 'presiden', 'joko', 'widodoopresident', 'joe', 'bidennsri', 'mulyani', 'indrawatiivice', 'president', 'kamala', 'harrisschaseeerick', 'thohirrj', 'p', 'morgannluhut', 'binsar', 'pandjaitannnancy', 'pelosiibill', 'gatessluhut', 'binsar', 'pandjaitannkementerian', 'sekretariat', 'negara', 'riikementerian', 'sekretariat', 'negara', 'riidpr', 'riithe', 'white', 'housee']"
Ham,God bless🙏🙏🙏 Pak presiden,"['god', 'bless', 'presiden']"
Ham,Betul sekali Pak Presiden Joko Widodo Trimakasih atas percobaan ya dgn KERETA api cepat. Sdh saat ya Indonesia maju. Tdk kalah dari eropa. Kita punya potentisial juga penghasilan bumi. Sehat selalu Pak🙏🙏🙏🌹😍,"['presiden', 'joko', 'widodo', 'trimakasih', 'coba', 'ya', 'dgn', 'kereta', 'api', 'cepat', 'sdh', 'ya', 'indonesia', 'maju', 'tdk', 'kalah', 'eropa', 'potentisial', 'hasil', 'bumi', 'sehat']"
Ham,BRAVO NKRI...GBU All,"['bravo', 'nkri', 'gbu', 'all']"
Ham,Terima kasih pak Jokowi..atas kehadiran kereta cepat ini..semoga segera berlanjut sp Surabaya,"['terima', 'kasih', 'jokowi', 'hadir', 'kereta', 'cepat', 'moga', 'lanjut', 'sp', 'surabaya']"
Spam,MANTAP PAK PRESIDENKU SEHAT SELALU PAK.BOLEH LAH PINJAM 100 PAK😁,"['mantap', 'presiden', 'sehat', 'pinjam']"
Spam,"https://www.facebook.com/100068570624072/posts/614395184189497/?app=fbl

Tangkap ini Orng Pak Presiden. Orng yg memperkeruh Masalh Rempang","['tangkap', 'orng', 'presiden', 'orng', 'yg', 'keruh', 'masalh', 'rempang']"
Spam,"Slmt dn trimaksh bpk yth ytm.
Maaf bpk, mohon bantu kmi. Kmi sdh bekin
Laporan  ke kemenko polhukam ttg
Mafia devoloper,  mafia tipuxx ,php php.
Kmi mau uang kmi kembali utuh.
Tlg bpk yth ytm, laporan no ,07563.
Hpkuxxxxxxxxx 18345.
Dan bpk,mohon bantu proses hingga cpt selesai.
Dan juga bpk melarang penjualan property
Jk brg nya blm jadi. Blm punya suratxx
Lengkap. Spy rakyat bnyk tdk kna tipuxx.
Masuk jalur pengadilan, juga ssh menang.
Sblm dan ssdh nya, maaf dan
Bnyk mksh.","['slmt', 'dn', 'trimaksh', 'bpk', 'yth', 'ytm', 'maaf', 'bpk', 'mohon', 'bantu', 'kmi', 'kmi', 'sdh', 'bekin', 'lapor', 'kemenko', 'polhukam', 'ttg', 'mafia', 'devoloper', 'mafia', 'tipuxx', 'php', 'php', 'kmi', 'uang', 'kmi', 'utuh', 'tlg', 'bpk', 'yth', 'ytm', 'lapor', 'no', 'hpkuxxxxxxxxx', 'bpk', 'mohon', 'bantu', 'proses', 'cpt', 'selesai', 'bpk', 'larang', 'jual', 'property', 'jk', 'brg', 'nya', 'blm', 'blm', 'suratxx', 'lengkap', 'spy', 'rakyat', 'bnyk', 'tdk', 'kna', 'tipuxx', 'masuk', 'jalur', 'adil', 'ssh', 'menang', 'sblm', 'ssdh', 'nya', 'maaf', 'bnyk', 'mksh']"
Ham,"dengan kenyamanan didalam kereta cepat tsb kita jadi mengerti fungsi gunung2 di bumi ini yg mirip dgn fungsi dinding kereta.
andai bumi yg berotasi dgn kecepatan tinggi ini bulat spt telur tanpa ada gunung2, mungkin semua yg berdiri di bumi ini akan senasib dgn yg berdiri diatas atap kereta yg bergerak cepat.
itulah konsep gravitasi.","['nyaman', 'dalam', 'kereta', 'cepat', 'tsb', 'erti', 'fungsi', 'gunung', 'bumi', 'yg', 'dgn', 'fungsi', 'dinding', 'kereta', 'andai', 'bumi', 'yg', 'rotasi', 'dgn', 'cepat', 'bulat', 'spt', 'telur', 'gunung', 'yg', 'diri', 'bumi', 'nasib', 'dgn', 'yg', 'diri', 'atas', 'atap', 'kereta', 'yg', 'gerak', 'cepat', 'konsep', 'gravitasi']"
Spam,Yes_Yes_Yesss!🇲🇨,"['yes', 'yes', 'yesss']"
Ham,Mantap Pak Presiden,"['mantap', 'presiden']"
Ham,"Hebat luar biasa, semoga bermanfaat
Semoga selalu sehat dan semakin sukses","['hebat', 'moga', 'manfaat', 'moga', 'sehat', 'sukses']"
Spam,"#RUSAK #BANGSA INI BILA #KRIMINALBIADAB MENAHUN INI DAPAT #TERUSTEGAK DI TENGAH2 #PEMIMPIN/ORANG2 #TERHORMAT/PEMANGKU #KEWENANGAN DENGAN #TRANSPARAN, BPK PRESIDEN..!!??
#BEBALKRIMINAL","['rusak', 'bangsa', 'kriminalbiadab', 'tahun', 'terustegak', 'pimpin', 'orang', 'hormat', 'mang', 'wenang', 'transparan', 'bpk', 'presiden', 'bebalkriminal']"
Ham,"Keren, Presiden Jokowi 👍
Kapan, operasional untuk umum & berapa tarif dari Halim ke Stasiun Padalarang ?","['keren', 'presiden', 'jokowi', 'operasional', 'tarif', 'halim', 'stasiun', 'padalarang']"
Spam,sapa pun yg jd presiden asal k pemimpinan ny adil  dan harga2 seperti smbsmo d sntndar kan enak klau orang ad penghasila mantap seperi kami pengahsilan dk menentu seperti kini beras yak ampun mahal ny  harga ny melngit gak pp orang seperti  kami dk dpt bntuan tp tlng turun harga2 bahan pngan  dan smbako ny iya pak presinden moga 3 peiode lanjut,"['sapa', 'yg', 'jd', 'presiden', 'k', 'pimpin', 'ny', 'adil', 'harga', 'smbsmo', 'd', 'sntndar', 'enak', 'klau', 'orang', 'ad', 'penghasila', 'mantap', 'per', 'pengahsilan', 'dk', 'tentu', 'beras', 'yak', 'ampun', 'mahal', 'ny', 'harga', 'ny', 'melngit', 'gak', 'pp', 'orang', 'dk', 'dpt', 'bntuan', 'tp', 'tlng', 'turun', 'harga', 'bahan', 'pngan', 'smbako', 'ny', 'iya', 'presinden', 'moga', 'peiode']"
Ham,Mantap pak presiden salam sehat selalu,"['mantap', 'presiden', 'salam', 'sehat']"
Spam,Alhamdulillah Inshaa Allah Rempang ada jalan keluarnya yang terbaik tidak ada korban yang saling merugikan sangat menyedihkan 😍🇮🇩,"['alhamdulillah', 'inshaa', 'allah', 'rempang', 'jalan', 'keluar', 'baik', 'tidak', 'korban', 'rugi', 'sedih']"
Ham,Kereen pak.. Terima kasih Pak Jokowi 👍,"['kereen', 'terima', 'kasih', 'jokowi']"
Ham,sehat selalu bpk Presiden Joko Widodo,"['sehat', 'bpk', 'presiden', 'joko', 'widodo']"
Ham,Bapak keren... saya aja blm ada nyali. Good job my president,"['keren', 'aja', 'blm', 'nyali', 'good', 'job', 'my', 'president']"
Ham,Tahniah.  Mau dicoba nanti.  Tapi kapan tarikh operasinya.  👍👍👍,"['tahniah', 'coba', 'tarikh', 'operasi']"
Ham,Semoga selalu sehat ya  Pak Jokowi 🙏🙏🙏,"['moga', 'sehat', 'ya', 'jokowi']"
Ham,Seperti ICE nya Jerman,"['ice', 'nya', 'jerman']"
Ham,"This is a welcome development.
Well done Mr President 👏🏼👏🏼👏🏼

Greetings from Nigeria,🇳🇬🇳🇬","['this', 'is', 'a', 'welcome', 'development', 'well', 'done', 'mr', 'president', 'greetings', 'from', 'nigeria']"
Ham,Mau saya photo seperti Bapak Presiden  didepan kereta cepat ... semoga bisa ke Jakarta,"['photo', 'presiden', 'depan', 'kereta', 'cepat', 'moga', 'jakarta']"
Ham,Mantaap pa jokowi. Is the best pokonya mah,"['mantaap', 'pa', 'jokowi', 'is', 'the', 'best', 'poko', 'mah']"
Ham,"Keren Pak presiden jokowi,sehat selalu  Aamin🤲🤲 moga ingsaalloh lebaran depan pulang cuti ,","['keren', 'presiden', 'jokowi', 'sehat', 'aamin', 'moga', 'ingsaalloh', 'lebaran', 'pulang', 'cuti']"
Spam,"Presiden Joko Widodoo: saya setuju, jualan online dilarang, karena demi menyelamatkan UMKM indonesia yg sepi. Ayo pak berantas toko online......","['presiden', 'joko', 'widodoo', 'tuju', 'jual', 'online', 'larang', 'selamat', 'umkm', 'indonesia', 'yg', 'sepi', 'ayo', 'berantas', 'toko', 'online']"
Ham,Mantap Pak Presiden,"['mantap', 'presiden']"
Ham,Congrats Mr President 👍👌,"['congrats', 'mr', 'president']"
Ham,Hanya pembenci pak Jokowi yg tidak mau mengakui ke hebatan pak Jokowi,"['benci', 'jokowi', 'yg', 'tidak', 'aku', 'hebat', 'jokowi']"
Ham,"Exotic, keren !","['exotic', 'keren']"
Ham,Mantap,['mantap']
Ham,Hebat keren lah bpk Joko Widodo.,"['hebat', 'keren', 'bpk', 'joko', 'widodo']"
Ham,Mantap presiden pak Jokowi.,"['mantap', 'presiden', 'jokowi']"
Ham,Mantap pak Jokowi... Presiden is the best,"['mantap', 'jokowi', 'presiden', 'is', 'the', 'best']"
Spam,Kadrun semakin dalam sakit hatinya,"['kadrun', 'sakit', 'hati']"
Spam,"Mana Kepedulianmu pada Rakyat Kecil... ??
Janji kemarin ketika Pemilu... Sekarang di Khianati
#SaveRempang","['peduli', 'rakyat', 'janji', 'kemarin', 'milu', 'khianat', 'saverempang']"
Ham,Ok pak☺Selamat🇲🇨,"['ok', 'selamat']"
Ham,"Alhamdulillaah wa barokallah wa jazaakumaallah untuk bpk. Jokowi&tim, aamiin🤲","['alhamdulillaah', 'wa', 'barokallah', 'wa', 'jazaakumaallah', 'bpk', 'jokowi', 'tim', 'aamiin']"
Spam,Amin kamajuan luarbiasa Utuk tabahan asek mautungkan Nagara amin salam sajatra,"['amin', 'kamajuan', 'luarbiasa', 'utuk', 'tabah', 'asek', 'mautungkan', 'nagara', 'amin', 'salam', 'sajatra']"
Ham,Kereeen pak Jokowi 🇮🇩👍,"['kereeen', 'jokowi']"
Ham,Kren banget pak jokowi,"['kren', 'banget', 'jokowi']"
Ham,Indonesia top sekarang ya pak presiden,"['indonesia', 'top', 'ya', 'presiden']"
Ham,Mantaf selamat menikmati pak jokowi bangga bisa ikut andil dalam pengoperasian nya. Gbu,"['mantaf', 'selamat', 'nikmat', 'jokowi', 'bangga', 'andil', 'operasi', 'nya', 'gbu']"
Ham,Sehat selalu my president♥️,"['sehat', 'my', 'president']"
Ham,Wahh hebat indonesia,"['wahh', 'hebat', 'indonesia']"
Ham,Selalu sukses ❤️🫰,['sukses']
Ham,Juoos mantap,"['juoos', 'mantap']"
